Record ID	PHI_MolConn_ID	IdentifierTypeOfProteinID	ProteinID	IdentifierTypeOfGeneLocusID	GeneLocusID	AA sequence #no EMBL#	NT sequence #no EMBL#	Genomic sequence providing strain	Gene_name	Genome location	Specific modification/s to the targeted protein or promoter	Accession ID for the modified genetic element  	Known interacting protein(s) in the pathogen	Interacting protein - locus ID 	Multiple_mutation	Pathogen_NCBI_species_Taxonomy ID	Pathogen_species	Pathogen_NCBI_strain_Taxonomy_ID	Experimental_strain	Disease_name	Host_descripton	Host_NCBI_Taxonomy_ID	Experimental_host_species	Host_strain_genotype_or cultivar_taxonomy_ID_NCBI	HostGenotype_definedGene of interest	HostGenotype_definedGene of interest _AccessionID	tissue_type	Function	GO_annotation	Database	Pathway_secretion_systems	Phenotype_of_mutant	Mating_defect_prior_to_penetration	Pre_penetration_defect	Penetration_defect	Post_penetration_defect	Disease_development_macroscopically_visible	Vegetative_spores	Sexual_spores	In_vitro_growth	Spore_germination	Essential_gene_Lethal_knockout	Inducer	ChemicalAccession (Chebi/CAS)	Tested Host_target	TestedHostTarget_AccessionID	Interaction phenotype	Host_response	Experimental_evidence	Transient Assay Experimental Evidence	Species_Expert	Entered_by	Literature_ID	Literature_source	DOI	Full_citation	Author_email	Comments	Reference 	Year_published	Curation details	File_name_pdf_files_provided	_batch_no_	Curated(Month/Year)	_curator_organisation_	__lab__	__FG_mycotoxin__	Additional IdentifierTypeOfGeneLocusID	Additional GeneLocusID	Anti-infective (Chemical)	Compound	Target site	Group name	Chemical group	Mode in planta	FRAC CODE	Additional comments  on anti-infectives	phi3_pars											
Record 4396	PHI:3657	Uniprot	A0A016Q4W5	Genbank	EYB32861	no data found	no data found	CS3005	NPS6	no data found	nps1?:::hygB; nps2?:::nptII; nps6?:::BDS	no data found	no data found	no data found	no	5518	Fusarium graminearum	449239	Z-3639	Fusarium head blight	Monocots	4565	Triticum aestivum (related: Bread wheat)	Norm	no data found	no data found	head	peptide synthetase	no data found	no data found	no data found	reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	wild type	no data found	no data found	no	H2O2; KO2	H2O2: CHEBI:16240; 	no data found	no data found	no data found	no data found	Gene disruption	no data found		RP	25628608	Pubmed	10.3389/fmicb.2014.00759	Front Microbiol. 2015 Jan 12;5:759	bgt1@cornell.edu	"NPS6 is sensitive to stresses, however, NPS1 and NPS2 are not."	S Oide 2014	2014	2 genes	Oide-2014-Individual and combined roles of mal	Batch045B	Mar-15	MC																								
Record 4397	PHI:3658	Uniprot	A0A016PW58	Genbank	EYB30114	no data found	no data found	CS3005	NPS2	no data found	nps1?:::hygB; nps2?:::nptII; nps6?:::BDS	no data found	no data found	no data found	no	5518	Fusarium graminearum	449239	Z-3639	Fusarium head blight	Monocots	4565	Triticum aestivum (related: Bread wheat)	Norm	no data found	no data found	head	peptide synthetase	no data found	no data found	no data found	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	reduced	no data found	no data found	no	H2O2; KO2	H2O2: CHEBI:16240; 	no data found	no data found	no data found	no data found	Gene disruption	no data found		RP	25628608	Pubmed	10.3389/fmicb.2014.00759	Front Microbiol. 2015 Jan 12;5:759	bgt1@cornell.edu	"NPS6 is sensitive to stresses, however, NPS1 and NPS2 are not."	S Oide 2014	2014	2 genes	Oide-2014-Individual and combined roles of mal	Batch045B	Mar-15	MC																								
Record 4398	PHI:3659	Uniprot	A0A016PUA3 	Genbank	EYB29008	no data found	no data found	CS3005	NPS1	no data found	nps1?:::hygB; nps2?:::nptII; nps6?:::BDS	no data found	no data found	no data found	no	5518	Fusarium graminearum	449239	Z-3639	Fusarium head blight	Monocots	4565	Triticum aestivum (related: Bread wheat)	Norm	no data found	no data found	head	peptide synthetase	no data found	no data found	no data found	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	wild type	no data found	no data found	no	H2O2; KO2	H2O2: CHEBI:16240; 	no data found	no data found	no data found	no data found	Gene disruption	no data found		RP	25628608	Pubmed	10.3389/fmicb.2014.00759	Front Microbiol. 2015 Jan 12;5:759	bgt1@cornell.edu	"NPS6 is sensitive to stresses, however, NPS1 and NPS2 are not."	S Oide 2014	2014	2 genes	Oide-2014-Individual and combined roles of mal	Batch045B	Mar-15	MC																								
Record 4399	PHI:3657	Uniprot	A0A016Q4W5	Genbank	EYB32861	no data found	no data found	CS3005	NPS6	no data found	nps1?:::hygB; nps2?:::nptII; nps6?:::BDS	no data found	no data found	no data found	PHI:3658; PHI:3659	5518	Fusarium graminearum	449239	Z-3639	Fusarium head blight	Monocots	4565	Triticum aestivum (related: Bread wheat)	Norm	no data found	no data found	head	peptide synthetase	no data found	no data found	no data found	reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	reduced	no data found	no data found	no	H2O2; KO2	H2O2: CHEBI:16240; 	no data found	no data found	no data found	no data found	Gene disruption	no data found		RP	25628608	Pubmed	10.3389/fmicb.2014.00759	Front Microbiol. 2015 Jan 12;5:759	bgt1@cornell.edu	"NPS6 is sensitive to stresses, however, NPS1 and NPS2 are not."	S Oide 2014	2014	2 genes	Oide-2014-Individual and combined roles of mal	Batch045B	Mar-15	MC																								
Record 4400	PHI:3658	Uniprot	A0A016PW58	Genbank	EYB30114	no data found	no data found	CS3005	NPS2	no data found	nps1?:::hygB; nps2?:::nptII; nps6?:::BDS	no data found	no data found	no data found	PHI:3657; PHI:3659	5518	Fusarium graminearum	449239	Z-3639	Fusarium head blight	Monocots	4565	Triticum aestivum (related: Bread wheat)	Norm	no data found	no data found	head	peptide synthetase	no data found	no data found	no data found	reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	reduced	no data found	no data found	no	H2O2; KO2	H2O2: CHEBI:16240; 	no data found	no data found	no data found	no data found	Gene disruption	no data found		RP	25628608	Pubmed	10.3389/fmicb.2014.00759	Front Microbiol. 2015 Jan 12;5:759	bgt1@cornell.edu	"NPS6 is sensitive to stresses, however, NPS1 and NPS2 are not."	S Oide 2014	2014	2 genes	Oide-2014-Individual and combined roles of mal	Batch045B	Mar-15	MC																								
Record 4401	PHI:3659	Uniprot	A0A016PUA3 	Genbank	EYB29008	no data found	no data found	CS3005	NPS1	no data found	nps1?:::hygB; nps2?:::nptII; nps6?:::BDS	no data found	no data found	no data found	PHI:3657; PHI:3658	5518	Fusarium graminearum	449239	Z-3639	Fusarium head blight	Monocots	4565	Triticum aestivum (related: Bread wheat)	Norm	no data found	no data found	head	peptide synthetase	no data found	no data found	no data found	reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	reduced	no data found	no data found	no	H2O2; KO2	H2O2: CHEBI:16240; 	no data found	no data found	no data found	no data found	Gene disruption	no data found		RP	25628608	Pubmed	10.3389/fmicb.2014.00759	Front Microbiol. 2015 Jan 12;5:759	bgt1@cornell.edu	"NPS6 is sensitive to stresses, however, NPS1 and NPS2 are not."	S Oide 2014	2014	2 genes	Oide-2014-Individual and combined roles of mal	Batch045B	Mar-15	MC																								
Record 4402	PHI:3657	Uniprot	A0A016Q4W5	Genbank	EYB32861	no data found	no data found	CS3005	NPS6	no data found	nps1?:::hygB; nps2?:::nptII; nps6?:::BDS	no data found	no data found	no data found	PHI:3658	5518	Fusarium graminearum	449239	Z-3639	Fusarium head blight	Monocots	4565	Triticum aestivum (related: Bread wheat)	Norm	no data found	no data found	head	peptide synthetase	no data found	no data found	no data found	reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	reduced	no data found	no data found	no	H2O2; KO2	H2O2: CHEBI:16240; 	no data found	no data found	no data found	no data found	Gene disruption	no data found		RP	25628608	Pubmed	10.3389/fmicb.2014.00759	Front Microbiol. 2015 Jan 12;5:759	bgt1@cornell.edu	"NPS6 is sensitive to stresses, however, NPS1 and NPS2 are not."	S Oide 2014	2014	2 genes	Oide-2014-Individual and combined roles of mal	Batch045B	Mar-15	MC																								
Record 4403	PHI:3658	Uniprot	A0A016PW58	Genbank	EYB30114	no data found	no data found	CS3005	NPS2	no data found	nps1?:::hygB; nps2?:::nptII; nps6?:::BDS	no data found	no data found	no data found	PHI:3657	5518	Fusarium graminearum	449239	Z-3639	Fusarium head blight	Monocots	4565	Triticum aestivum (related: Bread wheat)	Norm	no data found	no data found	head	peptide synthetase	no data found	no data found	no data found	reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	reduced	no data found	no data found	no	H2O2; KO2	H2O2: CHEBI:16240; 	no data found	no data found	no data found	no data found	Gene disruption	no data found		RP	25628608	Pubmed	10.3389/fmicb.2014.00759	Front Microbiol. 2015 Jan 12;5:759	bgt1@cornell.edu	"NPS6 is sensitive to stresses, however, NPS1 and NPS2 are not."	S Oide 2014	2014	2 genes	Oide-2014-Individual and combined roles of mal	Batch045B	Mar-15	MC																								
Record 4404	PHI:3659	Uniprot	Q879S6	Genbank	AAO29937	no data found	no data found	Temecula1	PD2118	no data found	PD2118::EZ::TN<Kan-2>Tnp 	no data found	no data found	no data found	no	2371	Xylella fastidiosa	183190	Temecula1	Pierce disease of grapes and citrus variegated chlorosis (CVC)	Eudicots	29760	Vitis vinifera (related: Wine grape)	Thompson	no data found	no data found	Stem	"HL secreted protein, HxfA"	no data found	no data found	no data found	increased virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	reduced	no data found	no	no data found	no data found	no data found	no data found	no data found	no data found	Gene mutation	no data found		RP	16134898	Pubmed	10.1094 /MPMI -18-0856	Mol Plant Microbe Interact. 2005 Aug;18(8):856-68	bckirkpatrick@ucdavis.edu	no data found	M R Guilhabert 2005	2005	9 genes	Guilhabert-2005-Identification of Xylella fast	Batch045B	Mar-15	MC																								
Record 4405	PHI:3660	Uniprot	Q87C95	Genbank	AAO29049	no data found	no data found	Temecula1	PD1198	no data found	PD1198::EZ::TN<Kan-2>Tnp	no data found	no data found	no data found	no	2371	Xylella fastidiosa	183190	Temecula1	Pierce disease of grapes and citrus variegated chlorosis (CVC)	Eudicots	29760	Vitis vinifera (related: Wine grape)	Thompson	no data found	no data found	Stem	"Ferric enterobacyin receptor, BfeA"	no data found	no data found	no data found	increased virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	wild type	no data found	no	no data found	no data found	no data found	no data found	no data found	no data found	Gene mutation	no data found		RP	16134898	Pubmed	10.1094 /MPMI -18-0856	Mol Plant Microbe Interact. 2005 Aug;18(8):856-68	bckirkpatrick@ucdavis.edu	no data found	M R Guilhabert 2005	2005	9 genes	Guilhabert-2005-Identification of Xylella fast	Batch045B	Mar-15	MC																								
Record 4406	PHI:3661	Uniprot	Q87BB6	Genbank	AAO29384	no data found	no data found	Temecula1	PD1542	no data found	PD1542::EZ::TN<Kan-2>Tnp	no data found	no data found	no data found	no	2371	Xylella fastidiosa	183190	Temecula1	Pierce disease of grapes and citrus variegated chlorosis (CVC)	Eudicots	29760	Vitis vinifera (related: Wine grape)	Thompson	no data found	no data found	Stem	"Mannosyltransferase (lps biosynthesis), Dmt"	no data found	no data found	no data found	increased virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	increased	no data found	no	no data found	no data found	no data found	no data found	no data found	no data found	Gene mutation	no data found		RP	16134898	Pubmed	10.1094 /MPMI -18-0856	Mol Plant Microbe Interact. 2005 Aug;18(8):856-68	bckirkpatrick@ucdavis.edu	no data found	M R Guilhabert 2005	2005	9 genes	Guilhabert-2005-Identification of Xylella fast	Batch045B	Mar-15	MC																								
Record 4407	PHI:3662	Uniprot	Q87ET0	Genbank	AAO28109	no data found	no data found	Temecula1	PD0218	no data found	PD0218::EZ::TN<Kan-2>Tnp	no data found	no data found	no data found	no	2371	Xylella fastidiosa	183190	Temecula1	Pierce disease of grapes and citrus variegated chlorosis (CVC)	Eudicots	29760	Vitis vinifera (related: Wine grape)	Thompson	no data found	no data found	Stem	"Serine protease, PspB"	no data found	no data found	no data found	increased virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	no data found	no data found	Gene mutation	no data found		RP	16134898	Pubmed	10.1094 /MPMI -18-0856	Mol Plant Microbe Interact. 2005 Aug;18(8):856-68	bckirkpatrick@ucdavis.edu	no data found	M R Guilhabert 2005	2005	9 genes	Guilhabert-2005-Identification of Xylella fast	Batch045B	Mar-15	MC																								
Record 4408	PHI:3663	Uniprot	Q87DK1	Genbank	AAO28552	no data found	no data found	Temecula1	PD0681	no data found	PD0681::EZ::TN<Kan-2>Tnp 	no data found	no data found	no data found	no	2371	Xylella fastidiosa	183190	Temecula1	Pierce disease of grapes and citrus variegated chlorosis (CVC)	Eudicots	29760	Vitis vinifera (related: Wine grape)	Thompson	no data found	no data found	Stem	"Glucose kinase, Glk"	no data found	no data found	no data found	increased virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	increased	no data found	no	no data found	no data found	no data found	no data found	no data found	no data found	Gene mutation	no data found		RP	16134898	Pubmed	10.1094 /MPMI -18-0856	Mol Plant Microbe Interact. 2005 Aug;18(8):856-68	bckirkpatrick@ucdavis.edu	no data found	M R Guilhabert 2005	2005	9 genes	Guilhabert-2005-Identification of Xylella fast	Batch045B	Mar-15	MC																								
Record 4409	PHI:3664	Uniprot	F7NA98	Genbank	EGO81844	no data found	no data found	EB92.1	PD0875	no data found	PD0875::EZ::TN<Kan-2>Tnp 	no data found	no data found	no data found	no	2371	Xylella fastidiosa	183190	Temecula1	Pierce disease of grapes and citrus variegated chlorosis (CVC)	Eudicots	29760	Vitis vinifera (related: Wine grape)	Thompson	no data found	no data found	Stem	"Coenzyme F390 synthetase, PaaK"	no data found	no data found	no data found	increased virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	increased	no data found	no	no data found	no data found	no data found	no data found	no data found	no data found	Gene mutation	no data found		RP	16134898	Pubmed	10.1094 /MPMI -18-0856	Mol Plant Microbe Interact. 2005 Aug;18(8):856-68	bckirkpatrick@ucdavis.edu	no data found	M R Guilhabert 2005	2005	9 genes	Guilhabert-2005-Identification of Xylella fast	Batch045B	Mar-15	MC																								
Record 4410	PHI:3665	Uniprot	Q87C51	Genbank	AAO29094	no data found	no data found	Temecula1	PD1244	no data found	PD1244::EZ::TN<Kan-2>Tnp 	no data found	no data found	no data found	no	2371	Xylella fastidiosa	183190	Temecula1	Pierce disease of grapes and citrus variegated chlorosis (CVC)	Eudicots	29760	Vitis vinifera (related: Wine grape)	Thompson	no data found	no data found	Stem	Hypothetical protein	no data found	no data found	no data found	increased virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	increased	no data found	no	no data found	no data found	no data found	no data found	no data found	no data found	Gene mutation	no data found		RP	16134898	Pubmed	10.1094 /MPMI -18-0856	Mol Plant Microbe Interact. 2005 Aug;18(8):856-68	bckirkpatrick@ucdavis.edu	no data found	M R Guilhabert 2005	2005	9 genes	Guilhabert-2005-Identification of Xylella fast	Batch045B	Mar-15	MC																								
Record 4411	PHI:3666	Uniprot	Q87AN1	Genbank	AAO29626	no data found	no data found	Temecula1	PD1792	no data found	PD1792::Tn903 kan-2 	no data found	no data found	no data found	no	2371	Xylella fastidiosa	183190	Temecula1	Pierce disease of grapes and citrus variegated chlorosis (CVC)	Eudicots	29760	Vitis vinifera (related: Wine grape)	Thompson	no data found	no data found	Stem	"HL secreted protein, HxfB"	no data found	no data found	no data found	increased virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	no data found	no data found	Gene mutation	no data found		RP	16134898	Pubmed	10.1094 /MPMI -18-0856	Mol Plant Microbe Interact. 2005 Aug;18(8):856-68	bckirkpatrick@ucdavis.edu	no data found	M R Guilhabert 2005	2005	9 genes	Guilhabert-2005-Identification of Xylella fast	Batch045B	Mar-15	MC																								
